[03 sep 21:52:03] CREATE:ItemAuction, item 268437784:Improved Ring of Queen Ant(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437785:Lava Saw(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437786:Refined Black Feather Mask(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437787:Vigwik Axe(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437788:Green Soul Crystal - Stage 15(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437789:Vigwik Axe(1)
[03 sep 21:58:46] CREATE:Hellbound Map, item 268483949:Map of Hellbound(1), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[07 sep 17:37:58] CREATE:Multisell, item 268485067:Elegia Necklace(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:44] CHANGE:Multisell, item 268484447:Donation Coin(5954699), PrevCount(5954709), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:44] CREATE:Multisell, item 268485131:Vorpal Breastplate {PvP}(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:47] CHANGE:Multisell, item 268484447:Donation Coin(5954689), PrevCount(5954699), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:47] CREATE:Multisell, item 268485132:Vorpal Helmet(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:50] CHANGE:Multisell, item 268484447:Donation Coin(5954679), PrevCount(5954689), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:50] CREATE:Multisell, item 268485134:Vorpal Gaiter(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:53] CHANGE:Multisell, item 268484447:Donation Coin(5954669), PrevCount(5954679), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:53] CREATE:Multisell, item 268485135:Vorpal Gauntlet(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:55] CHANGE:Multisell, item 268484447:Donation Coin(5954659), PrevCount(5954669), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:40:55] CREATE:Multisell, item 268485136:Vorpal Boots(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:01] CHANGE:Multisell, item 268484447:Donation Coin(5954651), PrevCount(5954659), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:01] CREATE:Multisell, item 268485152:Vesper Noble Breastplate {PvP}(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:05] CHANGE:Multisell, item 268484447:Donation Coin(5954643), PrevCount(5954651), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:05] CREATE:Multisell, item 268485153:Vesper Noble Gaiters(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:07] CHANGE:Multisell, item 268484447:Donation Coin(5954635), PrevCount(5954643), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:08] CREATE:Multisell, item 268485154:Vesper Noble Gauntlet(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:10] CHANGE:Multisell, item 268484447:Donation Coin(5954627), PrevCount(5954635), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:10] CREATE:Multisell, item 268485155:Vesper Noble Helmet(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:13] CHANGE:Multisell, item 268484447:Donation Coin(5954619), PrevCount(5954627), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:43:13] CREATE:Multisell, item 268485158:Vesper Noble Boots(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:44:29] CHANGE:Multisell, item 268484447:Donation Coin(5954589), PrevCount(5954619), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:44:29] CREATE:Multisell, item 268485178:Mamba Edge Dual Daggers {PvP}(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:44:32] CHANGE:Multisell, item 268484447:Donation Coin(5954559), PrevCount(5954589), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:44:32] CREATE:Multisell, item 268485179:Eternal Core Dual Sword {PvP}(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:45:37] CHANGE:Clan donate, item 268485004:Adena(3989386483), PrevCount(3989386513), L2PcInstance:DemonCutter[268485003], L2PcInstance:DemonCutter[268485003]
[07 sep 17:45:50] CHANGE:Clan donate, item 268485004:Adena(3989386453), PrevCount(3989386483), L2PcInstance:DemonCutter[268485003], L2PcInstance:DemonCutter[268485003]
[07 sep 17:46:19] CHANGE:Multisell, item 268484447:Donation Coin(5954549), PrevCount(5954559), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:46:19] CREATE:Multisell, item 268485190:Cloak of Zaken(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:46:51] CHANGE:Multisell, item 268484447:Donation Coin(5954539), PrevCount(5954549), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:46:51] CREATE:Multisell, item 268485191:Cloak of Frintezza(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:49:25] SETOWNER:Sell, item 268485053:+25 Cloak of Zaken(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485132:+25 Vorpal Helmet(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485134:+25 Vorpal Gaiter(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485135:+25 Vorpal Gauntlet(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485136:+25 Vorpal Boots(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485191:+25 Cloak of Frintezza(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485029:Striped Mithril Shirt - CP(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485054:Blue Gemstone(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] SETOWNER:Sell, item 268485012:Tutorial Guide(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:49:25] CHANGE:Sell, item 268485004:Adena(4062210937), PrevCount(3989386453), L2PcInstance:DemonCutter[268485003]
[07 sep 17:50:29] CHANGE:Multisell, item 268485004:Adena(4061710937), PrevCount(4062210937), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:50:29] CREATE:Multisell, item 268485230:Color Name (Event)(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:50:35] CHANGE:Multisell, item 268485004:Adena(3811710937), PrevCount(4061710937), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:50:35] CREATE:Multisell, item 268485231:Formal Wear(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:50:58] CHANGE:Multisell, item 268485004:Adena(3796710937), PrevCount(3811710937), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:50:58] CREATE:Multisell, item 268485242:Golden Festival Mask(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:54:34] CHANGE:Multisell, item 268484451:Festival Adena(7295997), PrevCount(7297997), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:54:34] CREATE:Multisell, item 268485274:Valkyrie Hat(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:55:01] CHANGE:Multisell, item 268484451:Festival Adena(7290997), PrevCount(7295997), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:55:01] CREATE:Multisell, item 268485280:Shiny Planet X235 Alien's Mask(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:58:10] DELETE:Consume, item 268485230:Color Name (Event)(0), PrevCount(1), L2PcInstance:DemonCutter[268485003]
[07 sep 17:59:34] CHANGE:Multisell, item 268485004:Adena(3796710542), PrevCount(3796710937), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:34] CREATE:Multisell, item 268485324:Soulshot (S-Grade)(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:41] CHANGE:Multisell, item 268485004:Adena(3796315937), PrevCount(3796710542), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:41] CHANGE:Multisell, item 268485324:Soulshot (S-Grade)(1000), PrevCount(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:44] CHANGE:Multisell, item 268485004:Adena(3795921332), PrevCount(3796315937), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:44] CHANGE:Multisell, item 268485324:Soulshot (S-Grade)(1999), PrevCount(1000), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:45] CHANGE:Multisell, item 268485004:Adena(3795526727), PrevCount(3795921332), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:45] CHANGE:Multisell, item 268485324:Soulshot (S-Grade)(2998), PrevCount(1999), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:46] CHANGE:Multisell, item 268485004:Adena(3795132122), PrevCount(3795526727), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:46] CHANGE:Multisell, item 268485324:Soulshot (S-Grade)(3997), PrevCount(2998), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:48] CHANGE:Multisell, item 268485004:Adena(3794737517), PrevCount(3795132122), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:48] CHANGE:Multisell, item 268485324:Soulshot (S-Grade)(4996), PrevCount(3997), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:59] CHANGE:Multisell, item 268485004:Adena(3793638617), PrevCount(3794737517), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 17:59:59] CREATE:Multisell, item 268485327:Blessed Spiritshot (S-Grade)(999), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:01] CHANGE:Multisell, item 268485004:Adena(3792539717), PrevCount(3793638617), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:01] CHANGE:Multisell, item 268485327:Blessed Spiritshot (S-Grade)(1998), PrevCount(999), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:03] CHANGE:Multisell, item 268485004:Adena(3791440817), PrevCount(3792539717), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:03] CHANGE:Multisell, item 268485327:Blessed Spiritshot (S-Grade)(2997), PrevCount(1998), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:05] CHANGE:Multisell, item 268485004:Adena(3790341917), PrevCount(3791440817), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:05] CHANGE:Multisell, item 268485327:Blessed Spiritshot (S-Grade)(3996), PrevCount(2997), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:07] CHANGE:Multisell, item 268485004:Adena(3789243017), PrevCount(3790341917), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:00:07] CHANGE:Multisell, item 268485327:Blessed Spiritshot (S-Grade)(4995), PrevCount(3996), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:02:04] CHANGE:Multisell, item 268484451:Festival Adena(7285997), PrevCount(7290997), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:02:04] CREATE:Multisell, item 268485344:Agathion Seal Bracelet - Three-headed Dragon - Wind Walk(1), L2PcInstance:DemonCutter[268485003], L2MerchantInstance:Jack-Sparrow(572)[268477750]
[07 sep 18:08:36] CHANGE:Quest, item 268485004:Adena(4789243016), PrevCount(3789243017), L2PcInstance:DemonCutter[268485003], L2NpcInstance:Zeus(559)[268477742]
[07 sep 18:08:37] CHANGE:Quest, item 268485004:Adena(5789243015), PrevCount(4789243016), L2PcInstance:DemonCutter[268485003], L2NpcInstance:Zeus(559)[268477742]
[07 sep 18:08:37] CHANGE:Quest, item 268485004:Adena(6789243014), PrevCount(5789243015), L2PcInstance:DemonCutter[268485003], L2NpcInstance:Zeus(559)[268477742]
[07 sep 18:08:38] CHANGE:Quest, item 268485004:Adena(7789243013), PrevCount(6789243014), L2PcInstance:DemonCutter[268485003], L2NpcInstance:Zeus(559)[268477742]
[07 sep 18:08:38] CHANGE:Quest, item 268485004:Adena(8789243012), PrevCount(7789243013), L2PcInstance:DemonCutter[268485003], L2NpcInstance:Zeus(559)[268477742]
[07 sep 18:08:39] CHANGE:Quest, item 268485004:Adena(9789243011), PrevCount(8789243012), L2PcInstance:DemonCutter[268485003], L2NpcInstance:Zeus(559)[268477742]
[07 sep 18:08:49] CHANGE:ClassMaster, item 268485004:Adena(9779243011), PrevCount(9789243011), L2PcInstance:DemonCutter[268485003], L2PcInstance:DemonCutter[268485003]
[07 sep 18:08:49] CHANGE:ClassMaster, item 268481652:Giant's Codex(10), PrevCount(5), L2PcInstance:DemonCutter[268485003], L2PcInstance:DemonCutter[268485003]
[07 sep 18:18:16] CREATE:Loot, item 268485477:Donation Coin(1082585), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484980]
[07 sep 18:18:16] CREATE:Loot, item 268485478:Herb of Alacrity(1), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484980]
[07 sep 18:18:16] CREATE:Loot, item 268485479:Herb of Critical Attack - Power(1), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484980]
[07 sep 18:18:25] CREATE:Loot, item 268485480:Festival Adena(122322), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484884]
[07 sep 18:18:25] CREATE:Loot, item 268485481:Superior Herb of Life(1), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484884]
[07 sep 18:18:35] CREATE:Loot, item 268485507:Gold Knight(162116), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484973]
[07 sep 18:18:35] CREATE:Loot, item 268485508:Herb of Critical Attack - Power(1), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484973]
[07 sep 18:18:41] CREATE:Loot, item 268485510:Adena(39), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484885]
[07 sep 18:18:41] CREATE:Loot, item 268485511:Herb of Alacrity(1), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484885]
[07 sep 18:18:41] CREATE:Loot, item 268485512:Herb of Casting Spd.(1), L2PcInstance:DemonCutter[268485003], L2MonsterInstance:Goblin Grave Robber(20319)[268484885]
[07 sep 18:18:45] CHANGE:Pickup, item 268484451:Festival Adena(7408319), PrevCount(7285997), L2PcInstance:DemonCutter[268485003]
[07 sep 18:18:45] DELETE:Pickup, item 268485480:Festival Adena(0), PrevCount(122322), L2PcInstance:DemonCutter[268485003]
[07 sep 18:18:46] DELETE:Consume, item 268485512:Herb of Casting Spd.(0), PrevCount(1), L2PcInstance:DemonCutter[268485003]
[07 sep 18:18:47] DELETE:Consume, item 268485511:Herb of Alacrity(0), PrevCount(1), L2PcInstance:DemonCutter[268485003]
[07 sep 18:18:47] DELETE:Consume, item 268485481:Superior Herb of Life(0), PrevCount(1), L2PcInstance:DemonCutter[268485003]
[07 sep 20:38:57] CHANGE:premium, item 268482500:Adena(38546078412), PrevCount(38546078442), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[07 sep 20:39:29] CHANGE:Combo, item 268482596:Event - Apiga(275), PrevCount(75), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[07 sep 20:39:36] CHANGE:Bravery, item 268482595:Apiga(35), PrevCount(30), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[07 sep 20:40:22] CREATE:Loot, item 268507505:Scroll: Enchant Weapon (A-Grade)(569), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507506:Blessed Scroll of Escape(1395), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507507:Blessed Scroll of Resurrection(1022), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507508:Adena(17569376), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507509:Adena(15846512), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507510:Adena(17576285), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507511:Adena(16201933), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507512:Adena(15577209), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507513:Adena(14843208), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507514:Adena(10931379), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507515:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507516:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507517:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507518:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507519:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507520:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507521:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507522:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507523:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507524:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507525:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507526:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507527:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
[07 sep 20:40:22] CREATE:Loot, item 268507528:Earring of Antharas(1), L2PcInstance:Kira[268481600], L2GrandBossInstance:Antharas(29019)[268507504]
